study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_type;instrument;rating;instrument_symptom;primary_instrument;cov_time_point;study_time_point;time_weeks;time_days;primary_timepoint;post_crossover;n_arm1;mean_arm1;sd_arm1;n_arm2;mean_arm2;sd_arm2;n_change_arm1;mean_change_arm1;sd_change_arm1;n_change_arm2;mean_change_arm2;sd_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;d1;d2;d3;d4;d5;rob;year;drug_arm1;drug_arm2;dose_arm1;dose_arm2;name_arm1;name_arm2;n_dosing_sessions;cumulative_dose_arm1;cumulative_dose_arm2;dose_days;dose_weeks;mean_age;percent_women;diagnosis;target_group;design;blinding;doi;registration_number;full_ref;.id;.g;.g_se;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2
Mithoefer 2018;mdma;mdma;125 mg;75 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;12;6;7;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;2;250;150;28;4,00;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_75mg;0,76641614564734728;0,677377455597490;-0,3848458209054285;0,288675134594813;7;6;12;7
Mithoefer 2018;mdma;mdma;125 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;12;2;7;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;2;250;60;28;4,00;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_30mg;-0,65975825542292688;0,563019147323123;0,7137664677626812;0,645497224367903;7;2;12;7
Mithoefer 2018;mdma;mdma;75 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;2;7;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;2;150;60;28;4,00;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_75mg_30mg;-1,39772677338935125;0,753258672965066;1,0986122886681098;0,617213399848368;6;2;7;7
Mithoefer 2018;mdma;mdma;125 mg;75 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;5;7;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;0;0;0;NA;NA;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_75mg;0,11751688374119089;0,571629965315447;-0,0689928714869516;0,314339822182179;8;5;12;7
Mithoefer 2018;mdma;mdma;125 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;3;7;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;0;0;0;NA;NA;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_30mg;-0,51654639633226163;0,539720671247379;0,4418327522790392;0,481812055829716;8;3;12;7
Mithoefer 2018;mdma;mdma;75 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;7;3;7;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;0;0;0;NA;NA;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_75mg_30mg;-0,62141574124220023;0,624569097076537;0,5108256237659907;0,497613351528119;5;3;7;7
Oehen 2013;mdma;mdma;125 mg;25 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;3 weeks after second dose;10,00;70;0;0;NA;NA;NA;NA;NA;NA;8;-3,4;12,000000000000;4;-3,3;9,9000000000000;NA;NA;NA;NA;66,4;13,6000000000000;8;63,4;7,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;2;250;50;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_change_caps-iv_3weeksafterseconddose_10.00_clinician_mdma_mdma_125mg_25mg;-0,00808960652614528;0,612375048586303;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;change;caps-iv;clinician;ptsd;0;Post-third dose 1;3 weeks after third dose;14,00;98;1;0;NA;NA;NA;NA;NA;NA;8;-15,6;18,100000000000;4;-3,2;15,3000000000000;NA;NA;NA;NA;66,4;13,6000000000000;8;63,4;7,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;3;375;75;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_change_caps-iv_3weeksafterthirddose_14.00_clinician_mdma_mdma_125mg_25mg;-0,66133577619789730;0,629593004581529;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;change;pds;self-report;ptsd;0;Post-third dose 1;3 weeks after third dose;14,00;98;1;0;NA;NA;NA;NA;NA;NA;8;-8,6;13,000000000000;4;7,3;6,2000000000000;NA;NA;NA;NA;30,0;6,3000000000000;8;23,5;1,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;3;375;75;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_change_pds_3weeksafterthirddose_14.00_self-report_mdma_mdma_125mg_25mg;-1,28808387775948741;0,675376706626089;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;3 weeks after second dose;10,00;70;0;0;8;63,0;17,8000000000000;4;60,0;6,80000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,4;13,6000000000000;8;63,4;7,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;2;250;50;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_msd_caps-iv_3weeksafterseconddose_10.00_clinician_mdma_mdma_125mg_25mg;0,18039155895777570;0,613670331339632;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;msd;caps-iv;clinician;ptsd;1;Post-third dose 1;3 weeks after third dose;14,00;98;1;0;8;50,8;19,7000000000000;4;66,5;7,60000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,4;13,6000000000000;8;63,4;7,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;3;375;75;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_msd_caps-iv_3weeksafterthirddose_14.00_clinician_mdma_mdma_125mg_25mg;-0,85250196213815910;0,640733080682004;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;msd;pds;self-report;ptsd;0;Post-third dose 1;3 weeks after third dose;14,00;98;1;0;8;21,4;11,9000000000000;4;30,8;6,20000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,0;6,3000000000000;8;23,5;1,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;3;375;75;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_msd_pds_3weeksafterthirddose_14.00_self-report_mdma_mdma_125mg_25mg;-0,82484505800235963;0,638960387789950;NA;NA;NA;NA;NA;NA
Oehen 2013;mdma;mdma;125 mg;25 mg;response;caps-iv;clinician;ptsd;1;Post-third dose 1;3 weeks after third dose;14,00;98;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;8;0;4;66,4;13,6000000000000;8;63,4;7,90000000000000;4;Low;Low;Low;Low;Low;Low;2013;MDMA;MDMA;125 mg;25 mg;full dose;low dose;3;375;75;21;3,00;41,4000000000000;83,0000000000000;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881112464827;NCT00353938;Oehen, P., Traber, R., Widmer, V., Schnyder, U. (2013). A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD). J Psychopharmacol, 27(1), 40-52. https://doi.org/10.1177/0269881112464827;Oehen2013_response_caps-iv_3weeksafterthirddose_14.00_clinician_mdma_mdma_125mg_25mg;-1,13407041628768601;0,900316316157106;1,5612358106162227;1,371988681140071;4;0;8;4
Mithoefer 2011;mdma;pcb;NA;NA;msd;caps-iv;clinician;ptsd;1;Post-first dose 1;3-5 days after first experimental session;4,00;28;0;0;12;37,8;29,0984535671571;8;74,1;29,13279938488576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,2;22,8630706599092;12;79,6;22,91025971044414;8;Low;Some concerns;Low;Low;Low;Some concerns;2011;MDMA;lactose;125 mg;125 mg;MDMA;placebo;1;125;125;4;0,57;40,4086956521739;84,3913043478261;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881110378371;NCT00090064;Mithoefer, M.C., Wagner, M.T., Mithoefer, A.T., Jerome, L., Doblin, R. (2011). The safety and efficacy of {+/-}3,4-methylenedioxymethamphetamine-assisted psychotherapy in subjects with chronic, treatment-resistant posttraumatic stress disorder: the first randomized controlled pilot study. J Psychopharmacol, 25(4), 439-52. https://doi.org/10.1177/0269881110378371;Mithoefer2011_msd_caps-iv_3-5daysafterfirstexperimentalsession_4.00_clinician_mdma_pcb_NA_NA;-1,19422980246261878;0,497195481434088;NA;NA;NA;NA;NA;NA
Mithoefer 2011;mdma;pcb;NA;NA;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;3-5 days after second experimental session;8,00;56;0;0;12;29,3;22,5166604983954;8;66,8;22,62741699796952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,2;22,8630706599092;12;79,6;22,91025971044414;8;Low;Some concerns;Low;Low;Low;Some concerns;2011;MDMA;lactose;125 mg;125 mg;MDMA;placebo;2;250;250;4;0,57;40,4086956521739;84,3913043478261;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881110378371;NCT00090064;Mithoefer, M.C., Wagner, M.T., Mithoefer, A.T., Jerome, L., Doblin, R. (2011). The safety and efficacy of {+/-}3,4-methylenedioxymethamphetamine-assisted psychotherapy in subjects with chronic, treatment-resistant posttraumatic stress disorder: the first randomized controlled pilot study. J Psychopharmacol, 25(4), 439-52. https://doi.org/10.1177/0269881110378371;Mithoefer2011_msd_caps-iv_3-5daysaftersecondexperimentalsession_8.00_clinician_mdma_pcb_NA_NA;-1,59201312072814161;0,526697376355597;NA;NA;NA;NA;NA;NA
Mithoefer 2011;mdma;pcb;NA;NA;msd;caps-iv;clinician;ptsd;1;Follow-up 1;2 months after second experimental session;16,00;112;1;0;12;25,5;26,6735824365607;8;59,1;26,58721497261419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,2;22,8630706599092;12;79,6;22,91025971044414;8;Low;Some concerns;Low;Low;Low;Some concerns;2011;MDMA;lactose;125 mg;125 mg;MDMA;placebo;2;250;250;60;8,57;40,4086956521739;84,3913043478261;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881110378371;NCT00090064;Mithoefer, M.C., Wagner, M.T., Mithoefer, A.T., Jerome, L., Doblin, R. (2011). The safety and efficacy of {+/-}3,4-methylenedioxymethamphetamine-assisted psychotherapy in subjects with chronic, treatment-resistant posttraumatic stress disorder: the first randomized controlled pilot study. J Psychopharmacol, 25(4), 439-52. https://doi.org/10.1177/0269881110378371;Mithoefer2011_msd_caps-iv_2monthsaftersecondexperimentalsession_16.00_clinician_mdma_pcb_NA_NA;-1,20796724587689375;0,498099134593719;NA;NA;NA;NA;NA;NA
Mithoefer 2011;mdma;pcb;NA;NA;response;caps-iv;clinician;ptsd;1;Post-second dose 1;3-5 days after second experimental session;8,00;56;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;12;2;8;79,2;22,8630706599092;12;79,6;22,91025971044414;8;Low;Some concerns;Low;Low;Low;Some concerns;2011;MDMA;lactose;125 mg;125 mg;MDMA;placebo;2;250;250;4;0,57;40,4086956521739;84,3913043478261;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881110378371;NCT00090064;Mithoefer, M.C., Wagner, M.T., Mithoefer, A.T., Jerome, L., Doblin, R. (2011). The safety and efficacy of {+/-}3,4-methylenedioxymethamphetamine-assisted psychotherapy in subjects with chronic, treatment-resistant posttraumatic stress disorder: the first randomized controlled pilot study. J Psychopharmacol, 25(4), 439-52. https://doi.org/10.1177/0269881110378371;Mithoefer2011_response_caps-iv_3-5daysaftersecondexperimentalsession_8.00_clinician_mdma_pcb_NA_NA;-1,42994070670690343;0,620500199710591;1,2039728043259361;0,625832778517286;10;2;12;8
Mithoefer 2011;mdma;pcb;NA;NA;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;3-5 days after second experimental session;8,00;56;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;12;2;8;79,2;22,8630706599092;12;79,6;22,91025971044414;8;Low;Some concerns;Low;Low;Low;Some concerns;2011;MDMA;lactose;125 mg;125 mg;MDMA;placebo;2;250;250;4;0,57;40,4086956521739;84,3913043478261;ptsd;chronic, treatment-resistant ptsd;crossover;double-blind;10.1177/0269881110378371;NCT00090064;Mithoefer, M.C., Wagner, M.T., Mithoefer, A.T., Jerome, L., Doblin, R. (2011). The safety and efficacy of {+/-}3,4-methylenedioxymethamphetamine-assisted psychotherapy in subjects with chronic, treatment-resistant posttraumatic stress disorder: the first randomized controlled pilot study. J Psychopharmacol, 25(4), 439-52. https://doi.org/10.1177/0269881110378371;Mithoefer2011_remission_caps-iv_3-5daysaftersecondexperimentalsession_8.00_clinician_mdma_pcb_NA_NA;-1,42994070670690343;0,620500199710591;1,2039728043259361;0,625832778517286;10;2;12;8
Ot'alora 2018;mdma;mdma;125 mg;100 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;1 month after 2 sessions;8,00;56;1;0;NA;NA;NA;NA;NA;NA;12;-26,3;29,500000000000;9;-24,4;24,2000000000000;NA;NA;NA;NA;93,5;20,0000000000000;13;94,4;20,20000000000000;9;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;100 mg;125 mg group;100 mg group;2;250;200;28;4,00;42,5545454545455;63,6272727272727;ptsd;ptsd for > 6 months;crossover;double-blind;10.1177/0269881118806297;NCT01793610;Ot'alora G, M., Grigsby, J., Poulter, B., Van DerVeer, J.W. 3rd., Giron, S.G., Jerome, L., Feduccia, A.A., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Mithoefer, M.C., Doblin, R. (2018). 3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial. J Psychopharmacol, 32(12), 1295-1307. https://doi.org/10.1177/0269881118806297;Ot'alora2018_change_caps-iv_1monthafter2sessions_8.00_clinician_mdma_mdma_125mg_100mg;-0,06658467881401392;0,441088408780895;NA;NA;NA;NA;NA;NA
Ot'alora 2018;mdma;mdma;125 mg;40 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;1 month after 2 sessions;8,00;56;1;0;NA;NA;NA;NA;NA;NA;12;-26,3;29,500000000000;6;-11,5;21,2000000000000;NA;NA;NA;NA;93,5;20,0000000000000;13;84,8;8,00000000000000;6;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;40 mg;125 mg group;40 mg group;2;250;80;28;4,00;43,1473684210526;68,3842105263158;ptsd;ptsd for > 6 months;crossover;double-blind;10.1177/0269881118806297;NCT01793610;Ot'alora G, M., Grigsby, J., Poulter, B., Van DerVeer, J.W. 3rd., Giron, S.G., Jerome, L., Feduccia, A.A., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Mithoefer, M.C., Doblin, R. (2018). 3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial. J Psychopharmacol, 32(12), 1295-1307. https://doi.org/10.1177/0269881118806297;Ot'alora2018_change_caps-iv_1monthafter2sessions_8.00_clinician_mdma_mdma_125mg_40mg;-0,51859053728638882;0,508169429867383;NA;NA;NA;NA;NA;NA
Ot'alora 2018;mdma;mdma;100 mg;40 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;1 month after 2 sessions;8,00;56;1;0;NA;NA;NA;NA;NA;NA;9;-24,4;24,200000000000;6;-11,5;21,2000000000000;NA;NA;NA;NA;94,4;20,2000000000000;9;84,8;8,00000000000000;6;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;100 mg;40 mg;100 mg group;40 mg group;2;200;80;28;4,00;39,7600000000000;73,3400000000000;ptsd;ptsd for > 6 months;crossover;double-blind;10.1177/0269881118806297;NCT01793610;Ot'alora G, M., Grigsby, J., Poulter, B., Van DerVeer, J.W. 3rd., Giron, S.G., Jerome, L., Feduccia, A.A., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Mithoefer, M.C., Doblin, R. (2018). 3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial. J Psychopharmacol, 32(12), 1295-1307. https://doi.org/10.1177/0269881118806297;Ot'alora2018_change_caps-iv_1monthafter2sessions_8.00_clinician_mdma_mdma_100mg_40mg;-0,52576678559087420;0,536823921869474;NA;NA;NA;NA;NA;NA
Ot'alora 2018;mdma;mdma;125 mg;100 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;1 month after 2 sessions;8,00;56;1;0;12;64,3;33,6000000000000;9;70,0;28,20000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,5;20,0000000000000;13;94,4;20,20000000000000;9;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;100 mg;125 mg group;100 mg group;2;250;200;28;4,00;42,5545454545455;63,6272727272727;ptsd;ptsd for > 6 months;crossover;double-blind;10.1177/0269881118806297;NCT01793610;Ot'alora G, M., Grigsby, J., Poulter, B., Van DerVeer, J.W. 3rd., Giron, S.G., Jerome, L., Feduccia, A.A., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Mithoefer, M.C., Doblin, R. (2018). 3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial. J Psychopharmacol, 32(12), 1295-1307. https://doi.org/10.1177/0269881118806297;Ot'alora2018_msd_caps-iv_1monthafter2sessions_8.00_clinician_mdma_mdma_125mg_100mg;-0,17404820361444101;0,441845061013732;NA;NA;NA;NA;NA;NA
Ot'alora 2018;mdma;mdma;125 mg;40 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;1 month after 2 sessions;8,00;56;1;0;12;64,3;33,6000000000000;6;73,3;24,50000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,5;20,0000000000000;13;84,8;8,00000000000000;6;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;40 mg;125 mg group;40 mg group;2;250;80;28;4,00;43,1473684210526;68,3842105263158;ptsd;ptsd for > 6 months;crossover;double-blind;10.1177/0269881118806297;NCT01793610;Ot'alora G, M., Grigsby, J., Poulter, B., Van DerVeer, J.W. 3rd., Giron, S.G., Jerome, L., Feduccia, A.A., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Mithoefer, M.C., Doblin, R. (2018). 3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial. J Psychopharmacol, 32(12), 1295-1307. https://doi.org/10.1177/0269881118806297;Ot'alora2018_msd_caps-iv_1monthafter2sessions_8.00_clinician_mdma_mdma_125mg_40mg;-0,27610463068921387;0,502329233787036;NA;NA;NA;NA;NA;NA
